areaFIPS,areaname,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
1,Alabama,Parental education,At least one parent has less than a high school education,0.191418961,0.492009729,0.160752952,0.292142898,0.073731124,0.243036494,0.148409992
1,Alabama,Parental education,All parents graduated high school; at least one does not have a bachelor's degree,0.637350857,0.357836872,0.664006829,0.653350472,0.614999533,0.648328066,0.628204346
1,Alabama,Parental education,All parents completed a bachelor’s degree or more,0.171230197,0.150153413,0.175240204,0.054506615,0.311269343,0.108635463,0.223385632
1,Alabama,Parental education,All parents graduated high school,0,0,0,0,0,0,0
2,Alaska,Parental education,At least one parent has less than a high school education,0.1059855,0.197520182,0.094151862,0.182307228,0.052075472,0.129202843,0.085018575
2,Alaska,Parental education,All parents graduated high school; at least one does not have a bachelor's degree,0.71853894,0.640426755,0.728652,0.730509758,0.715220153,0.719527304,0.71764636
2,Alaska,Parental education,All parents completed a bachelor’s degree or more,0.175475553,0.162053064,0.177196115,0.087182991,0.232704401,0.151269838,0.197335064
2,Alaska,Parental education,All parents graduated high school,0,0,0,0,0,0,0
4,Arizona,Parental education,At least one parent has less than a high school education,0.243301928,0.467453599,0.156404957,0.38372159,0.079592071,0.29311046,0.194414303
4,Arizona,Parental education,All parents graduated high school; at least one does not have a bachelor's degree,0.583425522,0.403020352,0.651233375,0.561746657,0.609011471,0.590236425,0.576740563
4,Arizona,Parental education,All parents completed a bachelor’s degree or more,0.17327255,0.129526064,0.192361698,0.054531742,0.31139648,0.116653129,0.228845149
4,Arizona,Parental education,All parents graduated high school,0,0,0,0,0,0,0
5,Arkansas,Parental education,At least one parent has less than a high school education,0.186385751,0.475566238,0.147561982,0.274783999,0.068006426,0.21884273,0.164167523
5,Arkansas,Parental education,All parents graduated high school; at least one does not have a bachelor's degree,0.662867725,0.401573092,0.697237372,0.679386377,0.640010297,0.659784019,0.664978623
5,Arkansas,Parental education,All parents completed a bachelor’s degree or more,0.150746524,0.122860678,0.155200645,0.045829665,0.291983247,0.121373229,0.170853853
5,Arkansas,Parental education,All parents graduated high school,0,0,0,0,0,0,0
6,California,Parental education,At least one parent has less than a high school education,0.279880404,0.431605279,0.134214237,0.467462778,0.110191405,0.33641091,0.245194018
6,California,Parental education,All parents graduated high school; at least one does not have a bachelor's degree,0.510657787,0.375526428,0.636707187,0.485424995,0.532105684,0.535330951,0.495518655
6,California,Parental education,All parents completed a bachelor’s degree or more,0.209461808,0.192868307,0.229078561,0.047112245,0.357702911,0.128258124,0.259287328
6,California,Parental education,All parents graduated high school,0,0,0,0,0,0,0
8,Colorado,Parental education,At least one parent has less than a high school education,0.180023134,0.460289598,0.097400963,0.35095489,0.061542291,0.224329516,0.153686479
8,Colorado,Parental education,All parents graduated high school; at least one does not have a bachelor's degree,0.550401926,0.38242349,0.598017395,0.569914758,0.534797072,0.59503597,0.523870528
8,Colorado,Parental education,All parents completed a bachelor’s degree or more,0.26957494,0.157286897,0.304581642,0.079130352,0.403660655,0.180634528,0.322443008
8,Colorado,Parental education,All parents graduated high school,0,0,0,0,0,0,0
9,Connecticut,Parental education,At least one parent has less than a high school education,0.122656956,0.187378168,0.097912423,0.278847367,0.044428598,0.183297217,0.101283059
