state,statefips,county,countyfips,fips,UnempRate,subprime,pos_score,has_tot_collect,pct_blacknh,pct_whitenh,pct_hispanic,med_inc,pct_homeown,inc_ineq,pct_ba,pct_dem,pct_rep,vote_cat
Alabama,01,Chilton County,021,01021,0.057,0.456934303,638.9299316,0.46618706,0.101368174,0.807245135,0.076882668,41835.14063,0.753639221,0.451700002,0.135338351,0.159353599,0.825417697,1
Alabama,01,Choctaw County,023,01023,0.090999998,0.421296299,641.125,0.466367722,0.431640327,0.557433903,0.004134062,34366.19141,0.821027875,0.486600012,0.127770811,0.427765548,0.564391851,2
Alabama,01,Clarke County,025,01025,0.118000001,0.396121889,641.9030762,0.399456531,0.450080931,0.534838736,0.004342505,30988.14063,0.70146054,0.524900019,0.119337976,0.44155845,0.549551666,2
Alabama,01,Clay County,027,01027,0.061999999,0.363984674,647.1455688,0.402255625,0.145847097,0.800469995,0.031137548,35328.34375,0.733488858,0.437299997,0.085758835,0.187766284,0.795800388,1
Alabama,01,Cleburne County,029,01029,0.059999999,0.340517253,657.6120605,0.372881353,0.028685791,0.927084744,0.022081388,37052.41016,0.77637881,0.443199992,0.105646104,0.10471525,0.878444552,1
Alabama,01,Coffee County,031,01031,0.059,0.31949687,664.8553467,0.315136462,0.169065177,0.71825099,0.063793719,45612.66797,0.693335414,0.447400004,0.232081011,0.204455718,0.771462023,1
Alabama,01,Colbert County,033,01033,0.079000004,0.337676436,660.4918823,0.399357587,0.159494221,0.79093796,0.023416711,39961.89844,0.711879492,0.436100006,0.176431894,0.296272218,0.678875983,1
Alabama,01,Conecuh County,035,01035,0.092,0.415204674,642.9473877,0.423728824,0.447747409,0.510512114,0.01586446,24462.32031,0.771968186,0.495200008,0.08320269,0.469050884,0.521626174,2
Alabama,01,Coosa County,037,01037,0.067000002,0.452054799,639,0.5,0.313327998,0.65004003,0.021161199,32378.80859,0.811965823,0.434100002,0.090654664,0.340800315,0.646371841,1
Alabama,01,Covington County,039,01039,0.071000002,0.394822001,647.1375122,0.468354434,0.12800613,0.835669577,0.014888731,36299.50781,0.756325543,0.463699996,0.145554796,0.150398284,0.8358832,1
Alabama,01,Crenshaw County,041,01041,0.059999999,0.36328125,645.7578125,0.378378391,0.234538674,0.708351254,0.016429903,37393.82031,0.722898245,0.458900005,0.124698229,0.265994877,0.721529126,1
Alabama,01,Cullman County,043,01043,0.052999999,0.352482259,658.5319214,0.382638901,0.010983289,0.923092186,0.04315218,37862,0.748555124,0.443800002,0.127775043,0.100059018,0.878105044,1
Alabama,01,Dale County,045,01045,0.064000003,0.369477898,653.9223633,0.36959371,0.190510467,0.70213747,0.058564775,44526.36719,0.613918841,0.433999985,0.168673977,0.236772835,0.741150558,1
Alabama,01,Dallas County,047,01047,0.096000001,0.511520743,619.4147339,0.569924831,0.695739627,0.286620021,0.003743303,26525.79297,0.608401477,0.528100014,0.144626155,0.684783757,0.3088094,4
Alabama,01,DeKalb County,049,01049,0.059999999,0.370441467,650.963562,0.397017717,0.016588345,0.81040889,0.139600977,36559,0.679430008,0.4639,0.100195758,0.141148508,0.834892273,1
Alabama,01,Elmore County,051,01051,0.050999999,0.330677301,666.5123291,0.324154198,0.205338582,0.739955902,0.027141096,52502,0.721424937,0.462000012,0.20747292,0.228586912,0.748380959,1
Alabama,01,Escambia County,053,01053,0.07,0.424635321,637.414917,0.51510334,0.324352026,0.609300256,0.020188212,31459.70703,0.704447865,0.47420001,0.125202745,0.308814824,0.675869346,1
Alabama,01,Etowah County,055,01055,0.061000001,0.380530983,650.7227173,0.425014466,0.153227821,0.787065685,0.035236157,43346,0.744965911,0.412499994,0.172953561,0.238073334,0.739108443,1
Alabama,01,Fayette County,057,01057,0.07,0.360000014,653.4545288,0.407942235,0.122275107,0.855455697,0.007521006,33183.77344,0.725993991,0.467000008,0.138165057,0.165690586,0.818081975,1
Alabama,01,Franklin County,059,01059,0.064000003,0.367983371,647.0852661,0.440816313,0.043931402,0.788617611,0.154186279,35492.53906,0.682942748,0.438600004,0.109346941,0.183772475,0.791802585,1
Alabama,01,Geneva County,061,01061,0.059,0.40081799,645.5562134,0.418326706,0.095353521,0.842109203,0.035314739,36311.52344,0.731510341,0.448000014,0.11242193,0.130542934,0.854876041,1
Alabama,01,Greene County,063,01063,0.109999999,0.519379854,614.7286987,0.574626863,0.807228923,0.177199364,0.004432826,22196.60352,0.714198649,0.487599999,0.115149453,0.823940754,0.172357053,4
Alabama,01,Hale County,065,01065,0.078000002,0.443548381,627.8588867,0.513618648,0.582992256,0.398103029,0.010654193,30876.00586,0.768167257,0.50819999,0.13981089,0.595755279,0.396005005,3
Alabama,01,Henry County,067,01067,0.068000004,0.292592585,671.5333252,0.352517992,0.276606828,0.68135494,0.024203822,42977.51172,0.777681172,0.440200001,0.167546928,0.285144061,0.701384544,1
Alabama,01,Houston County,069,01069,0.061999999,0.360830873,656.7282104,0.354556084,0.263196796,0.672237515,0.033818744,43553,0.639567792,0.485399991,0.212694764,0.250939816,0.727266252,1
Alabama,01,Jackson County,071,01071,0.066,0.306098968,667.5546875,0.357705295,0.032351166,0.896702647,0.026654342,36918.25,0.744822502,0.447299987,0.129459247,0.176232859,0.800721645,1
Alabama,01,Jefferson County,073,01073,0.057999998,0.427269638,641.5351563,0.457936913,0.425096959,0.505223632,0.037918311,48492,0.617974877,0.495000005,0.315733016,0.522493124,0.450220764,3
Alabama,01,Lamar County,075,01075,0.063000001,0.333333343,664.0649414,0.379746825,0.116274178,0.859966338,0.013666947,36064.22656,0.736619473,0.434500009,0.113825157,0.149329096,0.839561403,1
Alabama,01,Lauderdale County,077,01077,0.068999998,0.335805804,667.8759155,0.36098209,0.098932959,0.850765228,0.023431774,42577,0.687554836,0.473699987,0.234847769,0.254476607,0.714580178,1
Alabama,01,Lawrence County,079,01079,0.077,0.370018989,653.7874756,0.426168233,0.110625096,0.765450001,0.019595094,40404.42578,0.812124372,0.424699992,0.113066509,0.246939749,0.733912349,1
Alabama,01,Lee County,081,01081,0.050999999,0.356505394,655.8248291,0.390603423,0.228581101,0.686068058,0.036768388,46589,0.580656826,0.492700011,0.34263429,0.36392799,0.595148087,2
Alabama,01,Limestone County,083,01083,0.055,0.343441457,665.7686768,0.388850182,0.127490908,0.778390884,0.05660399,55009,0.7981323,0.450199991,0.259184837,0.237055838,0.731573582,1
Alabama,01,Lowndes County,085,01085,0.115999997,0.445121944,631.7134399,0.434523821,0.734933138,0.252243996,0.009342371,25708.81445,0.741310954,0.528100014,0.132059917,0.731276214,0.262282819,4
Alabama,01,Macon County,087,01087,0.081,0.559374988,607.09375,0.547112465,0.810875416,0.158741772,0.014874421,30290.30469,0.657295704,0.470299989,0.193671182,0.827274799,0.159350708,4
Alabama,01,Madison County,089,01089,0.055,0.316678047,670.1289063,0.349764466,0.240420967,0.650640488,0.047905769,58636,0.664597511,0.471100003,0.413539678,0.391508281,0.559336066,2
Alabama,01,Marengo County,091,01091,0.077,0.426035494,638.4023438,0.475644708,0.511103511,0.458245873,0.020742837,33754.45703,0.714875519,0.540199995,0.159578279,0.512148321,0.477164775,3
Alabama,01,Marion County,093,01093,0.07,0.391304344,647.1412964,0.430406839,0.035476793,0.920660377,0.023127068,33859.58203,0.754086673,0.471100003,0.110947356,0.110904582,0.873063803,1
Alabama,01,Marshall County,095,01095,0.057999998,0.371803731,655.3483276,0.374241412,0.01797686,0.83030355,0.125689268,40525,0.732573867,0.481999993,0.16752319,0.140511945,0.835607052,1
Alabama,01,Mobile County,097,01097,0.07,0.426941961,639.2556763,0.437862307,0.348899245,0.574939489,0.027713381,42699,0.65404284,0.478899986,0.234988213,0.418815464,0.557492316,2
Alabama,01,Monroe County,099,01099,0.101000004,0.380952388,645.0728149,0.476454288,0.417255312,0.547914147,0.010395842,30605.68359,0.719070315,0.492000014,0.124892332,0.423171341,0.566617548,2
Alabama,01,Montgomery County,101,01101,0.061999999,0.462197959,633.6716309,0.466683567,0.56374079,0.358724862,0.03405454,42477,0.569581509,0.493800014,0.315761864,0.620363295,0.358753115,4
Alabama,01,Morgan County,103,01103,0.057999998,0.368681878,657.7769775,0.423753679,0.119229354,0.770602286,0.077699095,47229,0.715684175,0.457300007,0.22211723,0.224360391,0.747974634,1
Alabama,01,Perry County,105,01105,0.100000001,0.488000005,618.0720215,0.595419824,0.68352443,0.298441648,0.008624914,25558.63281,0.675452054,0.492399991,0.090850927,0.727497637,0.266983837,4
Alabama,01,Pickens County,107,01107,0.068000004,0.453987718,638.0337524,0.454277277,0.427275956,0.556319714,0.007845535,29874.80664,0.720320344,0.460799992,0.096224748,0.418369502,0.574468076,2
Alabama,01,Pike County,109,01109,0.067000002,0.436681211,634.7554321,0.465957433,0.363890886,0.571862936,0.02257948,32837.35938,0.581997037,0.493800014,0.235864714,0.386871397,0.589712083,2
Alabama,01,Randolph County,111,01111,0.059,0.383480817,643.4100342,0.46875,0.198688611,0.752288342,0.028956169,36541.79688,0.713398397,0.452499986,0.124122381,0.22606121,0.759822309,1
Alabama,01,Russell County,113,01113,0.059999999,0.49437052,621.4319458,0.520276964,0.414039999,0.506124973,0.045489646,36109.27734,0.585867941,0.453500003,0.154558882,0.50047034,0.481291801,3
Alabama,01,St. Clair County,115,01115,0.052000001,0.333583206,660.5764771,0.393200308,0.092536546,0.865512311,0.021831961,54484,0.834819198,0.407900006,0.131810665,0.146295175,0.832406342,1
Alabama,01,Shelby County,117,01117,0.041999999,0.264292121,683.4744263,0.298701286,0.114377037,0.791542411,0.059114769,70192,0.791491985,0.442400008,0.404376775,0.231100321,0.73427546,1
Alabama,01,Sumter County,119,01119,0.079999998,0.447513819,627.2928467,0.505319178,0.729918838,0.244770348,0.004689943,22892.4375,0.701531649,0.476200014,0.150217712,0.741511524,0.247379124,4
Alabama,01,Talladega County,121,01121,0.066,0.487256378,627.3178711,0.549629629,0.318367153,0.640260577,0.021328958,34451,0.674909949,0.472600013,0.146144688,0.364501178,0.620025277,1
Alabama,01,Tallapoosa County,123,01123,0.061000001,0.372372359,653.7582397,0.392700732,0.274318933,0.69139123,0.025087783,38690.37109,0.706576645,0.444400012,0.176031262,0.284857333,0.700767398,1
Alabama,01,Tuscaloosa County,125,01125,0.055,0.413043469,644.1246338,0.45679757,0.302803636,0.63924098,0.031806514,49067,0.625352919,0.468600005,0.309932142,0.388529897,0.583798409,2
Alabama,01,Walker County,127,01127,0.071999997,0.401631922,645.7561035,0.452696741,0.054643489,0.898612022,0.021718446,35056,0.743661046,0.458200008,0.09407527,0.153404236,0.82782203,1
Alabama,01,Washington County,129,01129,0.089000002,0.398523986,646.4354248,0.423913032,0.240357116,0.65326488,0.011670654,44784.67578,0.867159843,0.416900009,0.102610968,0.278615177,0.710197806,1
Alabama,01,Wilcox County,131,01131,0.147,0.50505048,619.5050659,0.552238822,0.721122563,0.271135747,0.005982229,23434.08789,0.736924291,0.532100022,0.115188859,0.710254312,0.284987688,4
Alabama,01,Winston County,133,01133,0.075999998,0.40997231,647.1911621,0.446575344,0.005235818,0.944755912,0.027415898,34104.875,0.75624609,0.456400007,0.111034088,0.084934175,0.899561167,1
Alaska,02,Aleutians East Borough,013,02013,0.032000002,,,,0.100728154,0.138349518,0.13379854,59957.86328,0.561525106,0.385800004,0.12578617,0.377175689,0.528878152,2
Alaska,02,Aleutians West Census Area,016,02016,0.037999999,0.377358496,643.8490601,0.403508782,0.051150441,0.289026558,0.105486728,82382.74219,0.351131231,0.391099989,0.154260531,0.377175689,0.528878152,2
Alaska,02,Anchorage Municipality,020,02020,0.050000001,0.333812058,663.8397827,0.353991181,0.05816301,0.58738178,0.091267012,78662,0.61371696,0.452499986,0.356015086,0.377175689,0.528878152,2
Alaska,02,Bethel Census Area,050,02050,0.143999994,0.531073451,612.31073,0.494845361,0.006656805,0.113108784,0.015987711,51992.31641,0.63454175,0.442699999,0.113800928,0.377175689,0.528878152,2
Alaska,02,Bristol Bay Borough,060,02060,0.092,,,,0.003015075,0.534673393,0.056281406,82599,0.542713583,0.347600013,0.202095807,0.377175689,0.528878152,2
Alaska,02,Denali Borough,068,02068,0.086999997,,,,0.019042969,0.845214844,0.023925781,79262,0.721606672,0.37560001,0.294617563,0.377175689,0.528878152,2
Alaska,02,Dillingham Census Area,070,02070,0.097000003,,,,0.002219532,0.17695722,0.026230831,54911.81641,0.587583125,0.434500009,0.165517241,0.377175689,0.528878152,2
Alaska,02,Fairbanks North Star Borough,090,02090,0.054000001,0.267411292,672.4395752,0.30462724,0.042569902,0.724987149,0.069040164,72975,0.571867526,0.395599991,0.344819486,0.377175689,0.528878152,2
Alaska,02,Haines Borough,100,02100,0.097000003,,,,0.000391083,0.804067254,0.012514666,57620.0625,0.691433549,0.417100012,0.312899798,0.377175689,0.528878152,2
Alaska,02,Hoonah-Angoon Census Area,105,02105,0.150000006,,,,0.005644402,0.494825959,0.017873941,50328.32031,0.62046206,0.4472,0.292985737,0.377175689,0.528878152,2
Alaska,02,Juneau City and Borough,110,02110,0.046,0.269162208,680.3600464,0.267482519,0.011677018,0.664534152,0.058509316,84851.70313,0.63670224,0.373800009,0.377574265,0.377175689,0.528878152,2
Alaska,02,Kenai Peninsula Borough,122,02122,0.078000002,0.26252982,678.7374878,0.288075566,0.005539189,0.82062906,0.034963924,63174.71875,0.731481075,0.419,0.232555136,0.377175689,0.528878152,2
Alaska,02,Ketchikan Gateway Borough,130,02130,0.068000004,0.251012146,672.9311523,0.297619045,0.004021644,0.65450424,0.046504825,61786.05469,0.562676728,0.405699998,0.246165484,0.377175689,0.528878152,2
Alaska,02,Kodiak Island Borough,150,02150,0.048999999,0.25,678.0535889,0.260869563,0.008115484,0.517523706,0.081011206,70613.63281,0.597368419,0.398400009,0.216037735,0.377175689,0.528878152,2
Alaska,02,Lake and Peninsula Borough,164,02164,0.127000004,,,,0.005369128,0.209395975,0.020805368,47199.57031,0.647058845,0.436199993,0.137019232,0.377175689,0.528878152,2
Alaska,02,Matanuska-Susitna Borough,170,02170,0.078000002,0.278867096,669.9411621,0.305673748,0.012196449,0.792640567,0.048400018,76427,0.759432554,0.386200011,0.201948076,0.377175689,0.528878152,2
Alaska,02,Nome Census Area,180,02180,0.116999999,0.466019422,621.5048828,0.409090906,0.006535948,0.165543303,0.017156864,47636.09375,0.556886256,0.442699999,0.147130311,0.377175689,0.528878152,2
Alaska,02,North Slope Borough,185,02185,0.056000002,0.423076928,624.4423218,0.393442631,0.004470784,0.322000414,0.033063006,74698.53125,0.490642399,0.377700001,0.133984312,0.377175689,0.528878152,2
Alaska,02,Northwest Arctic Borough,188,02188,0.155000001,0.5,615.2352905,0.472972959,0.003128259,0.116527632,0.01459854,64047.76563,0.545599163,0.403400004,0.120321527,0.377175689,0.528878152,2
Alaska,02,Petersburg Borough,195,02195,0.089000002,,,,0.023038605,0.708592772,0.075342469,61565.78906,0.666422844,0.442200005,0.251763672,0.377175689,0.528878152,2
Alaska,02,Prince of Wales-Hyder Census Area,198,02198,0.125,,,,0.002989301,0.461768419,0.029106356,46442.66406,0.69878,0.431899995,0.16266045,0.377175689,0.528878152,2
Alaska,02,Sitka City and Borough,220,02220,0.045000002,0.231884062,685.7825928,0.232394367,0.009936363,0.634922385,0.056157194,69718.5625,0.57643038,0.386200011,0.328902572,0.377175689,0.528878152,2
Alaska,02,Skagway Municipality,230,02230,0.115000002,,,,0,0.769076288,0.031124499,72955.44531,0.568475425,0.376100004,0.346101224,0.377175689,0.528878152,2
Alaska,02,Southeast Fairbanks Census Area,240,02240,0.108000003,0.223300964,680.4368896,0.273584902,0.010647359,0.77498579,0.043441225,65559.57813,0.679962873,0.394400001,0.206533894,0.377175689,0.528878152,2
Alaska,02,Valdez-Cordova Census Area,261,02261,0.088,0.237762243,688.9860229,0.262068957,0.002994321,0.704181731,0.042436756,81834.08594,0.727441847,0.405900002,0.241038322,0.377175689,0.528878152,2
Alaska,02,Wade Hampton Census Area,270,02270,,0.702702701,579.4594727,0.477272719,0.002699923,0.039984573,0.002571355,40992.13281,0.752662718,0.40110001,0.045338623,0.377175689,0.528878152,2
Alaska,02,Wrangell City and Borough,275,02275,0.078000002,,,,0.001678556,0.712127566,0.009651699,48381.98828,0.719690442,0.415699989,0.186602876,0.377175689,0.528878152,2
Alaska,02,Yakutat City and Borough,282,02282,0.082999997,,,,0.058267716,0.373228341,0.042519685,69389.16406,0.471698105,0.348800004,0.202797204,0.377175689,0.528878152,2
Alaska,02,Yukon-Koyukuk Census Area,290,02290,0.180000007,0.511904776,622.25,0.49473685,0.003008317,0.217306674,0.016103344,37841.35547,0.701020896,0.450899988,0.101305336,0.377175689,0.528878152,2
Arizona,04,Apache County,001,04001,0.134000003,0.583789706,594.1796265,0.642708361,0.005738682,0.195808262,0.061378948,29417,0.751750171,0.505599976,0.131406799,0.653625607,0.284849137,4
Arizona,04,Cochise County,003,04003,0.074000001,0.289382726,672.7990112,0.345226616,0.044254787,0.553157151,0.346690178,43291,0.676427245,0.450599998,0.197731063,0.354393125,0.580248892,2
Arizona,04,Coconino County,005,04005,0.066,0.379912674,648.3973999,0.428571433,0.009461024,0.546618521,0.139262527,53152,0.610964715,0.48300001,0.330597937,0.563288748,0.368870884,3
Arizona,04,Gila County,007,04007,0.079999998,0.347934932,664.8497925,0.431034476,0.005259006,0.642406344,0.184196681,40090.05078,0.723780274,0.427399993,0.170646414,0.315263122,0.638938248,1
Arizona,04,Graham County,009,04009,0.074000001,0.376623362,642.7359009,0.438559324,0.019806491,0.520007491,0.312830001,47021.35938,0.723644674,0.424199998,0.135748208,0.276488811,0.672166824,1
Arizona,04,Greenlee County,011,04011,0.079000004,0.487394959,625.4369507,0.579831958,0.014204546,0.473068178,0.472840905,50878.98047,0.461114347,0.388900012,0.117689274,0.336725265,0.583410442,2
Arizona,04,La Paz County,012,04012,0.075999998,0.364548504,647.3010254,0.44884488,0.002408099,0.609199941,0.247542754,37053.41016,0.771093011,0.411500007,0.101805612,0.267288595,0.68566215,1
Arizona,04,Maricopa County,013,04013,0.052000001,0.338091075,661.0874023,0.402078122,0.05183943,0.563893914,0.30467999,56004,0.59237045,0.471599996,0.30641982,0.456797123,0.491262406,2
Arizona,04,Mohave County,015,04015,0.079999998,0.335431665,662.8201294,0.415166706,0.010838295,0.771951318,0.161724553,40908,0.67167455,0.428600013,0.119461432,0.222202748,0.736712992,1
Arizona,04,Navajo County,017,04017,0.097000003,0.475790828,624.151062,0.547500014,0.008081125,0.418057382,0.112239905,37833,0.693296194,0.468199998,0.156725898,0.433844507,0.513005197,2
Arizona,04,Pima County,019,04019,0.056000002,0.321937859,667.3237305,0.371801108,0.03337739,0.527733445,0.363728613,47099,0.607504725,0.470699996,0.310986698,0.542321503,0.407523513,3
Arizona,04,Pinal County,021,04021,0.063000001,0.349841267,659.0253906,0.433034778,0.042074945,0.577044368,0.292684913,50770,0.748798609,0.427599996,0.174610183,0.380971164,0.574137866,2
Arizona,04,Santa Cruz County,023,04023,0.115000002,0.325062037,658.1550903,0.384153664,0.00237037,0.157164022,0.828232825,38848.5625,0.650702596,0.466199994,0.220036522,0.715797961,0.244539723,4
Arizona,04,Yavapai County,025,04025,0.056000002,0.268292695,684.6549072,0.337678939,0.004566826,0.805367708,0.144082248,48105,0.703961253,0.429399997,0.264578164,0.320165992,0.634425521,1
Arizona,04,Yuma County,027,04027,0.217999995,0.350274712,653.3887329,0.420682728,0.020085668,0.325820595,0.619601011,40539,0.65313375,0.437900007,0.15408428,0.449863821,0.505066395,2
Arkansas,05,Arkansas County,001,05001,0.044,0.380794704,655.8046265,0.416129023,0.250941098,0.704575598,0.029107682,37858.375,0.679208934,0.466300011,0.138782397,0.312188059,0.615842879,1
Arkansas,05,Ashley County,003,05003,0.079999998,0.401639342,640.442627,0.478494614,0.260624141,0.679805934,0.050100293,35178.16406,0.750058711,0.457300007,0.127434239,0.2979092,0.660398364,1
Arkansas,05,Baxter County,005,05005,0.057,0.278755069,683.0947266,0.326174498,0.002794382,0.954390824,0.018467221,35636.71094,0.763228595,0.439500004,0.174154431,0.210998476,0.742777467,1
Arkansas,05,Benton County,007,05007,0.039000001,0.273452044,679.7145996,0.305124849,0.018816687,0.741821289,0.163550586,58770,0.665081263,0.462199986,0.326989263,0.288889349,0.629178941,1
Arkansas,05,Boone County,009,05009,0.050999999,0.320610672,666.3679199,0.362951815,0.00156044,0.946137905,0.021415696,38751.44531,0.721575201,0.448599994,0.151452929,0.181699589,0.759411097,1
Arkansas,05,Bradley County,011,05011,0.061999999,0.367231637,645.4124146,0.440677971,0.28358078,0.572993994,0.137062564,33785.49219,0.702966094,0.489100009,0.111947075,0.360624313,0.592278183,2
Arkansas,05,Calhoun County,013,05013,0.057999998,,,,0.246866688,0.73205471,0.008545386,35042,0.800193965,0.433699995,0.106100798,0.280918717,0.686395764,1
Arkansas,05,Carroll County,015,05015,0.048,0.359267741,663.2791748,0.368181825,0.006407008,0.823246241,0.138746113,36941.27734,0.739181519,0.431499988,0.169777453,0.310543954,0.630868137,1
Arkansas,05,Chicot County,017,05017,0.093999997,0.537313461,603.9154053,0.603960395,0.539820671,0.396466196,0.051701628,28119.70313,0.680311441,0.546500027,0.112985037,0.562739491,0.410919547,3
Arkansas,05,Clark County,019,05019,0.057,0.3657718,656.3456421,0.359735966,0.238859653,0.698201776,0.042719297,34149.92969,0.635171831,0.480399996,0.223442674,0.423985898,0.517107606,2
Arkansas,05,Clay County,021,05021,0.068999998,0.398467422,648.8544312,0.437735856,0.000898761,0.962894022,0.016241895,32095.46875,0.740823328,0.419200003,0.097519018,0.333277762,0.630043328,1
Arkansas,05,Cleburne County,023,05023,0.071999997,0.28039217,675.105896,0.328820109,0.004342264,0.953010499,0.022874422,40816.92188,0.771861613,0.473500013,0.172422931,0.173909441,0.78255111,1
Arkansas,05,Cleveland County,025,05025,0.057999998,0.360360354,655.1351318,0.392857134,0.115854368,0.850529253,0.008491335,41635.90234,0.787155986,0.444700003,0.146090537,0.215692118,0.733890235,1
Arkansas,05,Columbia County,027,05027,0.068000004,0.478365391,629.9351196,0.522144496,0.360000014,0.592418015,0.025286885,37554.01172,0.681039035,0.463400006,0.212950692,0.353325069,0.613930464,1
Arkansas,05,Conway County,029,05029,0.063000001,0.379518062,653.6505737,0.40059346,0.118158206,0.820590317,0.037166469,37358.77734,0.752210259,0.464599997,0.164607629,0.335184962,0.611538947,1
Arkansas,05,Craighead County,031,05031,0.046,0.415474653,644.6696777,0.433290988,0.136074528,0.788511038,0.045525115,40085,0.589865923,0.468100011,0.249754801,0.29584229,0.643938541,1
Arkansas,05,Crawford County,033,05033,0.054000001,0.383001059,648.6159668,0.457083762,0.013602911,0.861819625,0.064488478,40760.85547,0.754278421,0.42809999,0.143431664,0.199794665,0.743427217,1
Arkansas,05,Crittenden County,035,05035,0.064000003,0.58690989,604.940979,0.616024971,0.511141658,0.446723282,0.02180499,37826.33594,0.572289467,0.455799997,0.146007091,0.526488006,0.437460691,3
Arkansas,05,Cross County,037,05037,0.056000002,0.476038337,627.2140503,0.509259284,0.222904235,0.738562107,0.016652457,37770.26953,0.63528043,0.446799994,0.12418136,0.2906892,0.666909516,1
Arkansas,05,Dallas County,039,05039,0.074000001,0.408163279,650.9285889,0.398058265,0.412999749,0.5388484,0.025396027,32593.06445,0.661348581,0.428799987,0.118251927,0.420729518,0.544239819,2
Arkansas,05,Desha County,041,05041,0.075999998,0.487437189,623.572876,0.475490183,0.481193453,0.46508491,0.04562768,28491.14844,0.573170722,0.52700001,0.116063923,0.523753524,0.450376302,3
Arkansas,05,Drew County,043,05043,0.071000002,0.39041096,642.3596191,0.429530203,0.287463248,0.672440529,0.027318899,32389.82031,0.614242911,0.483999997,0.203509673,0.358725339,0.601972699,1
Arkansas,05,Faulkner County,045,05045,0.048,0.336032391,661.7692261,0.345693111,0.109410547,0.817943335,0.039871313,50596,0.631773889,0.460599989,0.315206736,0.307759136,0.618060827,1
Arkansas,05,Franklin County,047,05047,0.052000001,0.285714298,673.6138916,0.357414454,0.007349666,0.930902004,0.025612472,39926.85547,0.75733453,0.433200002,0.126196772,0.203429922,0.744234204,1
Arkansas,05,Fulton County,049,05049,0.054000001,0.317365259,669.9820557,0.389221549,0.001800622,0.960222602,0.010803732,36287.49219,0.766001523,0.41049999,0.106525376,0.223642841,0.727310836,1
Arkansas,05,Garland County,051,05051,0.057,0.389491707,654.8920898,0.426636577,0.082568899,0.833612263,0.050979298,37013,0.657746553,0.525600016,0.193711936,0.301541716,0.639588535,1
Arkansas,05,Grant County,053,05053,0.046999998,0.278810412,662.7695313,0.335793346,0.025480183,0.933940291,0.024369935,46129.28906,0.76993233,0.404000014,0.153111994,0.203676894,0.746960044,1
Arkansas,05,Greene County,055,05055,0.052999999,0.40592593,645.8903809,0.436496347,0.008424482,0.948266208,0.024482196,39547.39844,0.649608672,0.4287,0.149076194,0.209890112,0.734752774,1
Arkansas,05,Hempstead County,057,05057,0.052000001,0.492307693,621.8102417,0.53435117,0.294348538,0.560283661,0.123823546,32626.10352,0.685767114,0.46329999,0.139587164,0.337220877,0.624520004,1
Arkansas,05,Hot Spring County,059,05059,0.052000001,0.360515028,654.5515137,0.377919316,0.118249841,0.833488584,0.030471496,41402.625,0.712230802,0.424100012,0.141092643,0.263414234,0.684608281,1
Arkansas,05,Howard County,061,05061,0.044,0.420168072,636.6680908,0.44262296,0.2168798,0.665400088,0.102959447,38095.66016,0.650737464,0.468300015,0.144432068,0.289017349,0.675444245,1
Arkansas,05,Independence County,063,05063,0.067000002,0.386473417,649.7648926,0.430842608,0.024768725,0.894495547,0.059222486,36229.42188,0.700034738,0.457800001,0.148421437,0.211648777,0.72988677,1
