areaFIPS,areaname,areaname2,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
10100,Aberdeen, SD,Parental education,At least one parent has less than a high school education,0.100328088,0,0.091307648,0.200718164,0.040995087,0.090107925,0.109684117
10100,Aberdeen, SD,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.726620436,0,0.734924793,0.70272994,0.736459732,0.723857999,0.729149282
10100,Aberdeen, SD,Parental education,All parents completed a bachelor’s degree or more,0.173051491,0,0.173767582,0.096551888,0.222545162,0.186034068,0.161166623
10100,Aberdeen, SD,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10140,Aberdeen, WA,Parental education,At least one parent has less than a high school education,0.191303372,0,0.124039881,0.305198908,0.050995093,0,0.168164819
10140,Aberdeen, WA,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.725426853,0,0.781555355,0.661856949,0.796122015,0,0.738438547
10140,Aberdeen, WA,Parental education,All parents completed a bachelor’s degree or more,0.083269753,0,0.094404787,0.032944143,0.152882889,0,0.093396604
10140,Aberdeen, WA,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10180,Abilene, TX,Parental education,At least one parent has less than a high school education,0.233987123,0,0.192730442,0.340679675,0.102289796,0.241452694,0.227911323
10180,Abilene, TX,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.633635938,0,0.668201029,0.619004846,0.653084159,0.645407856,0.624055445
10180,Abilene, TX,Parental education,All parents completed a bachelor’s degree or more,0.132376939,0,0.139068559,0.040315483,0.24462606,0.113139436,0.148033217
10180,Abilene, TX,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10220,Ada, OK,Parental education,At least one parent has less than a high school education,0.197400689,0,0.177671358,0.264963359,0.103536695,0.240966246,0.17301847
10220,Ada, OK,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.656100571,0,0.667681754,0.660192251,0.65160352,0.617800236,0.677536011
10220,Ada, OK,Parental education,All parents completed a bachelor’s degree or more,0.146498725,0,0.154646873,0.074844345,0.244859755,0.141233504,0.149445489
10220,Ada, OK,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10300,Adrian, MI,Parental education,At least one parent has less than a high school education,0.16177918,0,0.151515156,0.225211948,0.004392385,0.220758483,0.104425468
10300,Adrian, MI,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.72052747,0,0.727676749,0.724659026,0.770131767,0.716566861,0.724378884
10300,Adrian, MI,Parental education,All parents completed a bachelor’s degree or more,0.117693365,0,0.12080808,0.050129008,0.225475848,0.062674649,0.171195656
10300,Adrian, MI,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10420,Akron, OH,Parental education,At least one parent has less than a high school education,0.120138519,0,0.114343621,0.2017892,0.046000309,0.166439682,0.089381672
10420,Akron, OH,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.625308573,0,0.648098528,0.693568587,0.558466136,0.612676442,0.633699834
10420,Akron, OH,Parental education,All parents completed a bachelor’s degree or more,0.254552901,0,0.237557858,0.104642227,0.395533532,0.220883846,0.276918501
10420,Akron, OH,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10460,Alamogordo, NM,Parental education,At least one parent has less than a high school education,0.248022333,0,0.189822853,0.34018293,0.110981777,0.237982213,0.25502339
10460,Alamogordo, NM,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.679726839,0,0.724711359,0.639916718,0.73892349,0.705647945,0.66165185
10460,Alamogordo, NM,Parental education,All parents completed a bachelor’s degree or more,0.072250843,0,0.085465781,0.019900322,0.150094718,0.056369826,0.08332479
10460,Alamogordo, NM,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10500,Albany, GA,Parental education,At least one parent has less than a high school education,0.189181805,0,0.157627627,0.260489613,0.056669015,0.22711648,0.174478769
10500,Albany, GA,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.718565047,0,0.751604021,0.705749273,0.732542098,0.681414306,0.732964218
10500,Albany, GA,Parental education,All parents completed a bachelor’s degree or more,0.092253149,0,0.090768345,0.033761092,0.210788861,0.091469221,0.092556998
10500,Albany, GA,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10540,Albany, OR,Parental education,At least one parent has less than a high school education,0.126148701,0,0.100049615,0.199336469,0.036015105,0.158523351,0.092052601
10540,Albany, OR,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.658173203,0,0.696213007,0.760851562,0.555910528,0.669652581,0.646083474
10540,Albany, OR,Parental education,All parents completed a bachelor’s degree or more,0.215678081,0,0.203737393,0.039811999,0.408074349,0.171824098,0.261863917
10540,Albany, OR,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10580,Albany-Schenectady-Troy, NY,Parental education,At least one parent has less than a high school education,0.107860468,0.126378536,0.105034046,0.246375501,0.039149124,0.145221263,0.088074796
10580,Albany-Schenectady-Troy, NY,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.579113126,0.425425619,0.604310989,0.672132492,0.525761068,0.603205621,0.566354156
10580,Albany-Schenectady-Troy, NY,Parental education,All parents completed a bachelor’s degree or more,0.313026398,0.448195845,0.290654927,0.081491977,0.435089797,0.251573086,0.345571071
10580,Albany-Schenectady-Troy, NY,Parental education,All parents graduated high school,0,0,0,0,0,0,0
10660,Albert Lea, MN,Parental education,At least one parent has less than a high school education,0.141507491,0,0.086422846,0.294585198,0.034273475,0.151745066,0.134508997
10660,Albert Lea, MN,Parental education,All parents graduated high school; at least one does not have a bachelor’s degree,0.728486359,0,0.76277554,0.667660177,0.76901108,0.787556887,0.688105106
10660,Albert Lea, MN,Parental education,All parents completed a bachelor’s degree or more,0.130006164,0,0.150801599,0.037754595,0.196715459,0.060698029,0.177385896
10660,Albert Lea, MN,Parental education,All parents graduated high school,0,0,0,0,0,0,0
