areaFIPS,areaname,areaname2,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
11540,Appleton, WI,Number of parents present,One parent,0.269574761,0,0.298277676,0.524167061,0.137348861,0.307591766,0.239334822
11540,Appleton, WI,Number of parents present,Two parents,0.730425239,0,0.701722324,0.475832939,0.86265111,0.692408264,0.760665178
11580,Arcadia, FL,Number of parents present,One parent,0.341316551,0,0.409473807,0.409457743,0,0.355221868,0.32428655
11580,Arcadia, FL,Number of parents present,Two parents,0.658683479,0,0.590526223,0.590542257,0,0.644778132,0.67571348
11620,Ardmore, OK,Number of parents present,One parent,0.364703447,0,0.35802573,0.496465445,0.190807506,0.298147857,0.412383676
11620,Ardmore, OK,Number of parents present,Two parents,0.635296524,0,0.64197427,0.503534555,0.809192479,0.701852143,0.587616324
11660,Arkadelphia, AR,Number of parents present,One parent,0.400869101,0,0.427989125,0.468730062,0.2944206,0,0.395579278
11660,Arkadelphia, AR,Number of parents present,Two parents,0.599130929,0,0.572010875,0.531269968,0.7055794,0,0.604420722
11680,Arkansas City-Winfield, KS,Number of parents present,One parent,0.240692914,0,0.260519832,0.30684191,0.146917447,0.227793872,0.250753582
11680,Arkansas City-Winfield, KS,Number of parents present,Two parents,0.759307086,0,0.739480197,0.69315809,0.853082538,0.772206128,0.749246418
11700,Asheville, NC,Number of parents present,One parent,0.274561197,0,0.287128389,0.393357664,0.138989255,0.281005681,0.269218683
11700,Asheville, NC,Number of parents present,Two parents,0.725438774,0,0.712871611,0.606642365,0.86101073,0.718994319,0.730781317
11740,Ashland, OH,Number of parents present,One parent,0.269326121,0,0.271944523,0.378240734,0.153390989,0.229559749,0.299327791
11740,Ashland, OH,Number of parents present,Two parents,0.73067385,0,0.728055477,0.621759236,0.846608996,0.770440221,0.700672209
11820,Astoria, OR,Number of parents present,One parent,0.234401345,0,0.259123206,0.265871316,0.173593074,0.236148953,0.232887492
11820,Astoria, OR,Number of parents present,Two parents,0.765598655,0,0.740876794,0.734128654,0.826406956,0.763851047,0.767112494
11860,Atchison, KS,Number of parents present,One parent,0.250757456,0,0.266444474,0,0.150681302,0,0.209759802
11860,Atchison, KS,Number of parents present,Two parents,0.749242544,0,0.733555496,0,0.849318683,0,0.790240228
11940,Athens, TN,Number of parents present,One parent,0.247717693,0,0.25439626,0.325331837,0.113604486,0.206360683,0.286787301
11940,Athens, TN,Number of parents present,Two parents,0.752282321,0,0.74560374,0.674668193,0.886395514,0.793639302,0.713212729
11980,Athens, TX,Number of parents present,One parent,0.258132875,0,0.262688875,0.419658065,0.101380341,0.287267596,0.230343461
11980,Athens, TX,Number of parents present,Two parents,0.741867125,0,0.737311125,0.580341935,0.898619652,0.712732434,0.769656539
12020,Athens-Clarke County, GA,Number of parents present,One parent,0.329631507,0,0.380531132,0.44876951,0.138996899,0.356188715,0.316775054
12020,Athens-Clarke County, GA,Number of parents present,Two parents,0.670368493,0,0.619468868,0.55123049,0.861003101,0.643811285,0.683224916
12060,Atlanta-Sandy Springs-Roswell, GA,Number of parents present,One parent,0.300061196,0.170249954,0.344802111,0.447545409,0.157607958,0.315525025,0.292010546
12060,Atlanta-Sandy Springs-Roswell, GA,Number of parents present,Two parents,0.699938834,0.829750061,0.655197918,0.552454591,0.842392027,0.684475005,0.707989454
12100,Atlantic City-Hammonton, NJ,Number of parents present,One parent,0.335740268,0.164396435,0.414356798,0.454608113,0.211133391,0.296375841,0.358884513
12100,Atlantic City-Hammonton, NJ,Number of parents present,Two parents,0.664259732,0.835603535,0.585643232,0.545391917,0.78886658,0.703624129,0.641115487
12140,Auburn, IN,Number of parents present,One parent,0.196929514,0,0.208364457,0.265235633,0.080955543,0.129828855,0.286178857
12140,Auburn, IN,Number of parents present,Two parents,0.803070486,0,0.791635573,0.734764397,0.919044435,0.87017113,0.713821113
12180,Auburn, NY,Number of parents present,One parent,0.199830383,0,0.202696905,0,0.156317413,0.281321138,0.154083312
12180,Auburn, NY,Number of parents present,Two parents,0.800169587,0,0.797303081,0,0.843682587,0.718678832,0.845916688
12220,Auburn-Opelika, AL,Number of parents present,One parent,0.312918961,0,0.314635396,0.542698026,0.090036012,0.295636356,0.325380176
12220,Auburn-Opelika, AL,Number of parents present,Two parents,0.687081039,0,0.685364604,0.457301974,0.909963965,0.704363644,0.674619794
12260,Augusta-Richmond County, GA-SC,Number of parents present,One parent,0.386308581,0,0.402747661,0.548515737,0.196569279,0.378038049,0.394081175
12260,Augusta-Richmond County, GA-SC,Number of parents present,Two parents,0.613691449,0,0.597252369,0.451484263,0.803430736,0.621961951,0.605918825
12380,Austin, MN,Number of parents present,One parent,0.21893613,0,0.17059119,0.341281682,0.115672976,0.262013137,0.189488247
12380,Austin, MN,Number of parents present,Two parents,0.781063855,0,0.829408824,0.658718348,0.884327054,0.737986863,0.810511768
12420,Austin-Round Rock, TX,Number of parents present,One parent,0.231190056,0.163042098,0.265108377,0.37164095,0.124764867,0.272066146,0.203061566
12420,Austin-Round Rock, TX,Number of parents present,Two parents,0.768809974,0.836957872,0.734891653,0.62835902,0.87523514,0.727933824,0.796938419
12460,Bainbridge, GA,Number of parents present,One parent,0.464962751,0,0.494583935,0.565244913,0.232627198,0.590196431,0.397701263
12460,Bainbridge, GA,Number of parents present,Two parents,0.53503722,0,0.505416095,0.434755057,0.767372787,0.409803599,0.602298737
12540,Bakersfield, CA,Number of parents present,One parent,0.275173753,0.16316241,0.351363391,0.355403453,0.122025661,0.2942276,0.257124782
12540,Bakersfield, CA,Number of parents present,Two parents,0.724826276,0.83683759,0.64863658,0.644596517,0.877974331,0.7057724,0.742875218
12580,Baltimore-Columbia-Towson, MD,Number of parents present,One parent,0.337518752,0.124178723,0.382421136,0.589476526,0.202201769,0.362910002,0.323340148
12580,Baltimore-Columbia-Towson, MD,Number of parents present,Two parents,0.662481248,0.875821292,0.617578864,0.410523504,0.797798216,0.637089968,0.676659882
12620,Bangor, ME,Number of parents present,One parent,0.22471641,0,0.252632886,0.332460314,0.059584778,0.241372377,0.213297367
12620,Bangor, ME,Number of parents present,Two parents,0.775283575,0,0.747367144,0.667539656,0.940415204,0.758627653,0.786702633
12660,Baraboo, WI,Number of parents present,One parent,0.279062182,0,0.29603073,0.353365749,0.202356368,0.234776825,0.306990623
12660,Baraboo, WI,Number of parents present,Two parents,0.720937848,0,0.7039693,0.646634281,0.797643661,0.765223205,0.693009377
12680,Bardstown, KY,Number of parents present,One parent,0.203053191,0,0.200320616,0,0.05235713,0.171365321,0.225013882
12680,Bardstown, KY,Number of parents present,Two parents,0.796946824,0,0.799679399,0,0.947642863,0.828634679,0.774986088
12700,Barnstable Town, MA,Number of parents present,One parent,0.195717469,0,0.193794444,0,0.150451347,0,0.168596432
12700,Barnstable Town, MA,Number of parents present,Two parents,0.804282546,0,0.806205571,0,0.849548638,0,0.831403553
12740,Barre, VT,Number of parents present,One parent,0.176535577,0,0.176933765,0.166583538,0.185480654,0.099696048,0.220409572
12740,Barre, VT,Number of parents present,Two parents,0.823464453,0,0.823066235,0.833416462,0.814519346,0.90030396,0.779590428
12780,Bartlesville, OK,Number of parents present,One parent,0.322136343,0,0.344527453,0.407892197,0.177635282,0.405595869,0.272109985
12780,Bartlesville, OK,Number of parents present,Two parents,0.677863657,0,0.655472577,0.592107832,0.822364748,0.594404101,0.727890015
12820,Bastrop, LA,Number of parents present,One parent,0.438934654,0,0.449946016,0.621390641,0.060907125,0.442812979,0.436549425
12820,Bastrop, LA,Number of parents present,Two parents,0.561065316,0,0.550054014,0.378609389,0.939092875,0.557187021,0.563450575
12860,Batavia, NY,Number of parents present,One parent,0.239379853,0,0.260722727,0.298309177,0.137466311,0,0.270236075
12860,Batavia, NY,Number of parents present,Two parents,0.760620177,0,0.739277244,0.701690793,0.862533689,0,0.729763925
12900,Batesville, AR,Number of parents present,One parent,0.354729742,0,0.349999994,0.42081815,0.128718883,0.344070286,0.363864481
12900,Batesville, AR,Number of parents present,Two parents,0.645270288,0,0.649999976,0.57918185,0.871281087,0.655929744,0.636135519
12940,Baton Rouge, LA,Number of parents present,One parent,0.402206212,0,0.413236469,0.646175683,0.166853309,0.459864259,0.368872046
12940,Baton Rouge, LA,Number of parents present,Two parents,0.597793758,0,0.586763501,0.353824317,0.833146691,0.540135741,0.631127954
12980,Battle Creek, MI,Number of parents present,One parent,0.364717901,0,0.386714727,0.514154434,0.127176046,0.336289644,0.390972823
12980,Battle Creek, MI,Number of parents present,Two parents,0.635282099,0,0.613285244,0.485845596,0.872823954,0.663710356,0.609027207
13020,Bay City, MI,Number of parents present,One parent,0.231589302,0,0.238054022,0.332020998,0.143012211,0.247965738,0.221424773
13020,Bay City, MI,Number of parents present,Two parents,0.768410683,0,0.761945963,0.667979002,0.856987774,0.752034247,0.778575242
13060,Bay City, TX,Number of parents present,One parent,0.283783913,0,0.350530535,0.358366281,0.173149973,0.230707124,0.326157153
13060,Bay City, TX,Number of parents present,Two parents,0.716216087,0,0.649469435,0.641633749,0.826849997,0.769292891,0.673842847
13100,Beatrice, NE,Number of parents present,One parent,0.135407865,0,0.131750777,0.190351188,0.088586569,0.139451772,0.133201957
13100,Beatrice, NE,Number of parents present,Two parents,0.864592135,0,0.868249238,0.809648812,0.911413431,0.860548198,0.866798043
13140,Beaumont-Port Arthur, TX,Number of parents present,One parent,0.337415606,0.106469892,0.402401149,0.456620276,0.194760442,0.31042695,0.357490242
13140,Beaumont-Port Arthur, TX,Number of parents present,Two parents,0.662584424,0.89353013,0.597598851,0.543379724,0.805239558,0.68957305,0.642509758
13180,Beaver Dam, WI,Number of parents present,One parent,0.238881752,0,0.228384629,0,0.106146067,0.156049252,0.287210882
13180,Beaver Dam, WI,Number of parents present,Two parents,0.761118233,0,0.771615386,0,0.893853903,0.843950748,0.712789118
13220,Beckley, WV,Number of parents present,One parent,0.320621967,0,0.32555896,0.402630776,0.14162375,0.332142621,0.311917663
13220,Beckley, WV,Number of parents present,Two parents,0.679378033,0,0.67444104,0.597369254,0.858376265,0.667857409,0.688082337
13260,Bedford, IN,Number of parents present,One parent,0.253621191,0,0.24793978,0.34242183,0.108188584,0.253572255,0.253677785
13260,Bedford, IN,Number of parents present,Two parents,0.746378839,0,0.752060235,0.65757817,0.89181143,0.746427715,0.746322215
13300,Beeville, TX,Number of parents present,One parent,0.264386088,0,0.280103892,0.38063404,0.139893457,0.288557768,0.240370303
13300,Beeville, TX,Number of parents present,Two parents,0.735613883,0,0.719896078,0.61936599,0.860106528,0.711442232,0.759629726
13340,Bellefontaine, OH,Number of parents present,One parent,0.226357266,0,0.228609324,0.299145311,0.144218281,0.224252492,0.228703707
13340,Bellefontaine, OH,Number of parents present,Two parents,0.773642719,0,0.771390676,0.700854719,0.855781734,0.775747538,0.771296322
13380,Bellingham, WA,Number of parents present,One parent,0.237625182,0,0.249731272,0.360394031,0.129578173,0.25170067,0.227407411
13380,Bellingham, WA,Number of parents present,Two parents,0.762374818,0,0.750268698,0.639605999,0.870421827,0.748299301,0.772592604
13420,Bemidji, MN,Number of parents present,One parent,0.243305445,0,0.247440279,0.343206942,0.109761789,0.209090903,0.267500013
13420,Bemidji, MN,Number of parents present,Two parents,0.756694555,0,0.752559721,0.656793058,0.890238225,0.790909111,0.732500017
13500,Bennettsville, SC,Number of parents present,One parent,0.39901194,0,0.404807121,0.505825222,0.212916404,0.361454278,0.428521007
13500,Bennettsville, SC,Number of parents present,Two parents,0.60098809,0,0.59519285,0.494174778,0.787083626,0.638545692,0.571479023
13540,Bennington, VT,Number of parents present,One parent,0.197628453,0,0.20243834,0,0.126046509,0,0.201945528
13540,Bennington, VT,Number of parents present,Two parents,0.802371562,0,0.797561646,0,0.873953462,0,0.798054457
13620,Berlin, NH-VT,Number of parents present,One parent,0.18214713,0,0.19797489,0.23954764,0.140098765,0.13675651,0.204845786
13620,Berlin, NH-VT,Number of parents present,Two parents,0.817852855,0,0.802025139,0.76045239,0.859901249,0.863243461,0.795154214
13660,Big Rapids, MI,Number of parents present,One parent,0.230345055,0,0.232083827,0.307812095,0.110812329,0.223777175,0.234599829
13660,Big Rapids, MI,Number of parents present,Two parents,0.76965493,0,0.767916143,0.692187905,0.889187694,0.776222825,0.765400171
13700,Big Spring, TX,Number of parents present,One parent,0.287661552,0,0.310413271,0.415374339,0.120551027,0.245251358,0.326249748
13700,Big Spring, TX,Number of parents present,Two parents,0.712338448,0,0.689586699,0.584625661,0.87944895,0.754748642,0.673750281
13720,Big Stone Gap, VA,Number of parents present,One parent,0.331465423,0,0.337973416,0.445728481,0.14204745,0.359869331,0.305632055
13720,Big Stone Gap, VA,Number of parents present,Two parents,0.668534577,0,0.662026584,0.554271519,0.857952535,0.640130639,0.694367945
13740,Billings, MT,Number of parents present,One parent,0.280042112,0,0.2834149,0.402213842,0.12060295,0.279090375,0.280867368
13740,Billings, MT,Number of parents present,Two parents,0.719957888,0,0.7165851,0.597786129,0.879397035,0.720909655,0.719132662
13780,Binghamton, NY,Number of parents present,One parent,0.310160697,0,0.338224769,0.471147746,0.145306587,0.363141418,0.275727391
13780,Binghamton, NY,Number of parents present,Two parents,0.689839303,0,0.661775231,0.528852224,0.854693413,0.636858582,0.724272609
13820,Birmingham-Hoover, AL,Number of parents present,One parent,0.338085592,0.146775275,0.359916389,0.53489697,0.138656676,0.366471201,0.317952305
13820,Birmingham-Hoover, AL,Number of parents present,Two parents,0.661914408,0.853224754,0.640083611,0.46510303,0.861343324,0.633528769,0.682047725
13900,Bismarck, ND,Number of parents present,One parent,0.193046123,0,0.197698161,0.382441431,0.148687646,0.112295859,0.281959474
13900,Bismarck, ND,Number of parents present,Two parents,0.806953907,0,0.802301824,0.617558599,0.851312339,0.887704134,0.718040526
13940,Blackfoot, ID,Number of parents present,One parent,0.149448141,0,0.151324451,0.229267031,0.03159783,0.119254522,0.188769594
13940,Blackfoot, ID,Number of parents present,Two parents,0.850551844,0,0.848675549,0.770732939,0.968402147,0.880745471,0.811230421
14010,Bloomington, IL,Number of parents present,One parent,0.22189948,0,0.233845174,0.44520092,0.09102118,0.216769502,0.223922834
14010,Bloomington, IL,Number of parents present,Two parents,0.77810055,0,0.766154826,0.55479908,0.90897882,0.783230484,0.776077151
14020,Bloomington, IN,Number of parents present,One parent,0.227967173,0,0.244806841,0.347423077,0.109654032,0.213441819,0.235763535
14020,Bloomington, IN,Number of parents present,Two parents,0.772032797,0,0.755193174,0.652576923,0.890345991,0.786558151,0.76423645
14100,Bloomsburg-Berwick, PA,Number of parents present,One parent,0.271279931,0,0.28161782,0.422940254,0.114751659,0.32949692,0.220146611
14100,Bloomsburg-Berwick, PA,Number of parents present,Two parents,0.728720069,0,0.71838218,0.577059746,0.885248363,0.67050308,0.779853404
14140,Bluefield, WV-VA,Number of parents present,One parent,0.325036585,0,0.330601931,0.419873148,0.141804814,0.344115257,0.309485137
14140,Bluefield, WV-VA,Number of parents present,Two parents,0.674963415,0,0.669398069,0.580126822,0.858195186,0.655884743,0.690514863
14180,Blytheville, AR,Number of parents present,One parent,0.459875613,0,0.473885119,0.604762673,0,0,0.477991641
14180,Blytheville, AR,Number of parents present,Two parents,0.540124357,0,0.526114881,0.395237327,0,0,0.522008359
14220,Bogalusa, LA,Number of parents present,One parent,0.36352405,0,0.372217834,0.538219273,0.188323319,0.314160943,0.400728732
14220,Bogalusa, LA,Number of parents present,Two parents,0.63647598,0,0.627782166,0.461780727,0.811676681,0.685839057,0.599271297
14260,Boise City, ID,Number of parents present,One parent,0.196901262,0.052441977,0.211662143,0.249659255,0.123012081,0.221643195,0.16593492
14260,Boise City, ID,Number of parents present,Two parents,0.803098738,0.947558045,0.788337827,0.75034076,0.876987934,0.778356791,0.83406508
14380,Boone, NC,Number of parents present,One parent,0.176627219,0,0.181877658,0.280303031,0.078519352,0.117154814,0.220452204
14380,Boone, NC,Number of parents present,Two parents,0.823372781,0,0.818122327,0.719696999,0.921480656,0.882845163,0.779547811
14420,Borger, TX,Number of parents present,One parent,0.295449048,0.171110228,0.353859812,0.366221845,0.189129233,0.236317143,0.348575354
14420,Borger, TX,Number of parents present,Two parents,0.704550982,0.828889787,0.646140218,0.633778155,0.810870767,0.763682842,0.651424646
14460,Boston-Cambridge-Newton, MA-NH,Number of parents present,One parent,0.229435101,0.192949638,0.246069878,0.513752282,0.114743255,0.278187305,0.208179429
14460,Boston-Cambridge-Newton, MA-NH,Number of parents present,Two parents,0.770564914,0.807050347,0.753930092,0.486247718,0.885256767,0.721812665,0.791820586
14500,Boulder, CO,Number of parents present,One parent,0.169765443,0.092516594,0.177693829,0.342371553,0.099953339,0.162344381,0.172478557
14500,Boulder, CO,Number of parents present,Two parents,0.830234587,0.907483399,0.822306156,0.657628417,0.900046647,0.837655604,0.827521443
14540,Bowling Green, KY,Number of parents present,One parent,0.255087525,0,0.256566375,0.384944439,0.113637343,0.298248947,0.214981928
14540,Bowling Green, KY,Number of parents present,Two parents,0.744912505,0,0.743433654,0.615055561,0.886362672,0.701751053,0.785018086
14580,Bozeman, MT,Number of parents present,One parent,0.181769297,0,0.197056547,0,0.08683043,0.118352324,0.235601187
14580,Bozeman, MT,Number of parents present,Two parents,0.818230689,0,0.802943468,0,0.913169563,0.881647706,0.764398813
14620,Bradford, PA,Number of parents present,One parent,0.241949379,0,0.230275333,0.359074593,0.12411169,0.258806169,0.226430312
14620,Bradford, PA,Number of parents present,Two parents,0.758050621,0,0.769724667,0.640925407,0.875888288,0.741193831,0.773569703
14660,Brainerd, MN,Number of parents present,One parent,0.197789803,0,0.203605667,0.292166919,0.086844161,0.20593226,0.191395462
14660,Brainerd, MN,Number of parents present,Two parents,0.802210212,0,0.796394348,0.707833111,0.913155854,0.79406774,0.808604538
14700,Branson, MO,Number of parents present,One parent,0.269267559,0,0.285462826,0.316924512,0.160024077,0.330173582,0.221395522
14700,Branson, MO,Number of parents present,Two parents,0.730732441,0,0.714537203,0.683075488,0.839975953,0.669826448,0.778604507
14740,Bremerton-Silverdale, WA,Number of parents present,One parent,0.192010954,0,0.200834408,0.2890625,0.12454287,0.187363833,0.195106775
14740,Bremerton-Silverdale, WA,Number of parents present,Two parents,0.807989061,0,0.799165606,0.7109375,0.875457108,0.812636137,0.804893196
14780,Brenham, TX,Number of parents present,One parent,0.326240033,0,0.356696188,0.449016243,0.151873857,0.322437465,0.329654545
14780,Brenham, TX,Number of parents present,Two parents,0.673759937,0,0.643303812,0.550983787,0.848126113,0.677562535,0.670345485
14820,Brevard, NC,Number of parents present,One parent,0.2774221,0,0.275136858,0.430307955,0.100789592,0.242021278,0.301140398
14820,Brevard, NC,Number of parents present,Two parents,0.72257787,0,0.724863172,0.569692075,0.899210393,0.757978737,0.698859572
14860,Bridgeport-Stamford-Norwalk, CT,Number of parents present,One parent,0.227789611,0.148204163,0.271763861,0.53775394,0.098956697,0.320734203,0.199722856
14860,Bridgeport-Stamford-Norwalk, CT,Number of parents present,Two parents,0.772210419,0.851795852,0.728236139,0.462246031,0.901043296,0.679265797,0.800277114
15020,Brookhaven, MS,Number of parents present,One parent,0.49701044,0,0.503851712,0.632998347,0.2173969,0,0.492848724
15020,Brookhaven, MS,Number of parents present,Two parents,0.502989531,0,0.496148288,0.367001683,0.782603085,0,0.507151246
15100,Brookings, SD,Number of parents present,One parent,0.189650699,0,0.187550977,0.398941457,0.042779401,0.173288926,0.202903047
15100,Brookings, SD,Number of parents present,Two parents,0.810349286,0,0.812449038,0.601058543,0.957220614,0.826711059,0.797096968
15180,Brownsville-Harlingen, TX,Number of parents present,One parent,0.377840787,0.229297429,0.493758678,0.436113179,0.214218155,0.340622991,0.404273063
15180,Brownsville-Harlingen, TX,Number of parents present,Two parents,0.622159243,0.7707026,0.506241322,0.563886821,0.78578186,0.659376979,0.595726967
15220,Brownwood, TX,Number of parents present,One parent,0.299688011,0,0.315594345,0.404631943,0.123967402,0.314986199,0.28828457
15220,Brownwood, TX,Number of parents present,Two parents,0.700312018,0,0.684405684,0.595368028,0.876032591,0.685013771,0.7117154
15260,Brunswick, GA,Number of parents present,One parent,0.342743129,0,0.351558268,0.430480868,0.203097582,0.295447588,0.371214539
15260,Brunswick, GA,Number of parents present,Two parents,0.657256842,0,0.648441732,0.569519103,0.796902418,0.704552412,0.628785491
15340,Bucyrus, OH,Number of parents present,One parent,0.255737424,0,0.258521825,0.364767134,0.092208989,0.179206342,0.310117841
15340,Bucyrus, OH,Number of parents present,Two parents,0.744262576,0,0.741478205,0.635232866,0.907791018,0.820793629,0.689882159
15380,Buffalo-Cheektowaga-Niagara Falls, NY,Number of parents present,One parent,0.324570656,0.063570254,0.354046196,0.515515387,0.162851542,0.340615779,0.316688091
15380,Buffalo-Cheektowaga-Niagara Falls, NY,Number of parents present,Two parents,0.675429344,0.936429739,0.645953774,0.484484613,0.837148488,0.659384251,0.683311939
