areaFIPS,areaname,areaname2,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
10100,Aberdeen, SD,Family income,Poor,0.120560087,0,0.123430476,0.319010466,0,0.072406091,0.164860651
10100,Aberdeen, SD,Family income,Low-income but not poor,0.257358789,0,0.252532899,0.680989563,0,0.274362385,0.241715968
10100,Aberdeen, SD,Family income,Low-income,0,0,0,0,0,0,0
10100,Aberdeen, SD,Family income,Not low-income,0.622081101,0,0.62403661,0,1,0.653231502,0.593423367
10140,Aberdeen, WA,Family income,Poor,0.229284048,0,0.215280041,0.403370142,0,0,0.246517971
10140,Aberdeen, WA,Family income,Low-income but not poor,0.339136899,0,0.3233881,0.596629858,0,0,0.284550041
10140,Aberdeen, WA,Family income,Low-income,0,0,0,0,0,0,0
10140,Aberdeen, WA,Family income,Not low-income,0.431579053,0,0.461331844,0,1,0,0.468932003
10180,Abilene, TX,Family income,Poor,0.271794051,0,0.272831887,0.505104601,0,0.281683743,0.26388523
10180,Abilene, TX,Family income,Low-income but not poor,0.266300529,0,0.262381285,0.494895369,0,0.26314494,0.268824041
10180,Abilene, TX,Family income,Low-income,0,0,0,0,0,0,0
10180,Abilene, TX,Family income,Not low-income,0.46190545,0,0.464786798,0,1,0.455171317,0.467290759
10220,Ada, OK,Family income,Poor,0.222071692,0,0.205178559,0.38674736,0,0.238582194,0.212609097
10220,Ada, OK,Family income,Low-income but not poor,0.352131814,0,0.352527082,0.61325264,0,0.356267571,0.349761516
10220,Ada, OK,Family income,Low-income,0,0,0,0,0,0,0
10220,Ada, OK,Family income,Not low-income,0.425796479,0,0.442294359,0,1,0.405150235,0.437629372
10300,Adrian, MI,Family income,Poor,0.265014708,0,0.259771109,0.465167701,0,0.262971163,0.266852826
10300,Adrian, MI,Family income,Low-income but not poor,0.304703891,0,0.304469883,0.534832299,0,0.352549911,0.261667341
10300,Adrian, MI,Family income,Low-income,0,0,0,0,0,0,0
10300,Adrian, MI,Family income,Not low-income,0.430281401,0,0.435759008,0,1,0.384478927,0.471479863
