areaFIPS,areaname,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
1,Alabama,Parental English proficiency,All are English proficient,0.93840313,0.347097933,0.994595945,0.905281603,0.97672528,0.913179934,0.959419668
1,Alabama,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.018637449,0.171759143,0.003751485,0.025360154,0.01112359,0.025168866,0.013195314
1,Alabama,Parental English proficiency,All are limited English proficient,0.042959426,0.481142938,0.001652583,0.069358252,0.012151118,0.061651193,0.027385
1,Alabama,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
2,Alaska,Parental English proficiency,All are English proficient,0.932151914,0.630622864,0.968604386,0.872427642,0.967798769,0.91297251,0.949472308
2,Alaska,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.026333725,0.080449827,0.019832511,0.028605584,0.023295598,0.029313834,0.023642475
2,Alaska,Parental English proficiency,All are limited English proficient,0.041514345,0.288927346,0.011563124,0.098966785,0.00890566,0.05771365,0.026885208
2,Alaska,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
4,Arizona,Parental English proficiency,All are English proficient,0.815426528,0.404202104,0.974475861,0.718383133,0.92436403,0.796892881,0.833617508
4,Arizona,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.066975079,0.2066838,0.013098599,0.08810889,0.044781685,0.073888585,0.060189389
4,Arizona,Parental English proficiency,All are limited English proficient,0.117598414,0.389114082,0.012425528,0.193507984,0.030854288,0.129218549,0.106193125
4,Arizona,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
5,Arkansas,Parental English proficiency,All are English proficient,0.918438435,0.369892955,0.990588963,0.882642627,0.96377486,0.903334141,0.928777993
5,Arkansas,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.026813153,0.198091909,0.004479165,0.029742273,0.023984764,0.031486977,0.023613717
5,Arkansas,Parental English proficiency,All are limited English proficient,0.054748408,0.432015151,0.004931897,0.087615095,0.012240363,0.065178864,0.047608301
5,Arkansas,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
6,California,Parental English proficiency,All are English proficient,0.682458162,0.384069264,0.963861406,0.526032567,0.824471295,0.647687376,0.703792989
6,California,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.096527234,0.18139635,0.018626329,0.109399766,0.086346358,0.106953226,0.090129986
6,California,Parental English proficiency,All are limited English proficient,0.221014634,0.434534371,0.01751228,0.364567697,0.089182369,0.245359376,0.206077009
6,California,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
8,Colorado,Parental English proficiency,All are English proficient,0.851414859,0.394039005,0.982960343,0.721222103,0.941105664,0.823545456,0.867981017
8,Colorado,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.052088525,0.209789902,0.008208476,0.084166788,0.030513821,0.061206739,0.046668466
8,Colorado,Parental English proficiency,All are limited English proficient,0.096496619,0.396171093,0.008831188,0.194611132,0.028380509,0.115247816,0.085350513
8,Colorado,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
9,Connecticut,Parental English proficiency,All are English proficient,0.857100785,0.566416383,0.960004926,0.763071358,0.904565811,0.79167062,0.880162954
