areaFIPS,areaname,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
1,Alabama,Parental primary language,English,0.894998848,0.113734335,0.968951643,0.867945492,0.923930526,0.874197066,0.912138462
1,Alabama,Parental primary language,Spanish,0.081999555,0.684793413,0.024940364,0.113558583,0.047410268,0.105872497,0.062329374
1,Alabama,Parental primary language,Hindi or related,0.003257273,0.03766828,0,0.002681199,0.003988011,0.002437352,0.003932849
1,Alabama,Parental primary language,Chinese,0,0,0,0,0.002526566,0,0
1,Alabama,Parental primary language,French,0,0,0.001148776,0,0,0,0
1,Alabama,Parental primary language,Arabic,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Filipino or Tagalog,0.002431485,0.028118575,0,0,0.005003592,0.004773148,0
1,Alabama,Parental primary language,German,0,0,0.001600753,0,0,0,0
1,Alabama,Parental primary language,Dravidian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Vietnamese,0,0,0,0,0,0.002056516,0
1,Alabama,Parental primary language,Sub-Saharan African,0.002225039,0.021752106,0,0.002746594,0,0,0.002688144
1,Alabama,Parental primary language,Russian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Korean,0,0,0.000690521,0.002583106,0,0,0.002614926
1,Alabama,Parental primary language,Portuguese,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Italian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Polish,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Tibetan,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Yiddish or Jewish,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Japanese,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Hebrew or Israeli,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Hamitic,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Amharic / Ethiopian or related,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Micronesian or Polynesian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Thai / Siamese / Lao,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Persian / Iranian / Farsi,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Indonesian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Dutch,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Greek,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Other east or southeast asian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Serbo-Croatian / Yugoslavian / Slavonian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Navajo,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Rumanian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Albanian,0,0,0,0,0,0,0
1,Alabama,Parental primary language,Ukrainian / Ruthenian / or Little Russian,0,0,0,0,0,0,0
